tree_kind,feature_count,depth,rows,status,candidate_ns_per_row,candidate_mad_ns_per_row,baseline_ns_per_row,baseline_mad_ns_per_row,speedup_percent,reason
fixed,1,1,20000000,measured,2.686639400000187,0.012159250000015387,2.67608405000021,0.0008213500000162632,-0.39288301958112504,
fixed,1,2,20000000,measured,3.6651899500001064,0.040359999999993956,3.6889013000001403,0.005261249999912732,0.6469337284970234,
fixed,1,3,20000000,measured,3.761868249999947,0.011364650000035947,3.764673699999933,0.006939100000014076,0.07457597697595464,
fixed,1,4,20000000,measured,4.407203850000075,0.009455849999901567,4.3947215999999125,0.004640850000124708,-0.28322379506366957,
fixed,1,5,20000000,measured,5.054894300000102,0.0075409999999678234,5.04872980000009,0.006696100000076477,-0.12195111577332218,
fixed,1,6,20000000,measured,5.63017904999997,0.006566849999988911,5.634656850000006,0.003633400000006226,0.07953210653284248,
fixed,1,7,20000000,measured,6.301496350000157,0.029475650000157394,6.283484100000053,0.005921349999926662,-0.2858408384240896,
fixed,1,8,20000000,measured,6.901264399999946,0.008314199999903238,6.905273649999949,0.012895550000053824,0.05809442687056965,
fixed,1,9,20000000,measured,7.519408949999966,0.010170299999968435,7.514993199999954,0.00464159999988123,-0.058724695376655145,
fixed,1,10,20000000,measured,8.141568550000141,0.0017260999999582083,8.15492649999999,0.011813100000100718,0.1640709639403326,
fixed,2,1,20000000,measured,3.33452045000001,0.015975749999958655,3.3283101500000254,0.007139399999988694,-0.1862426724653865,
fixed,2,2,20000000,measured,4.139982000000166,0.004021100000004552,4.150392450000126,0.010128299999998092,0.2514612382362946,
fixed,2,3,20000000,measured,4.965512749999962,0.0028737000001006763,4.985455850000009,0.006926399999938937,0.40163223828288963,
fixed,2,4,20000000,measured,5.791190800000105,0.006317500000045051,5.802324899999969,0.016636199999946477,0.19225925002961386,
fixed,2,5,20000000,measured,6.594359550000029,0.009170050000045116,6.603620100000071,0.013624300000048883,0.14043137820778373,
fixed,2,6,20000000,measured,7.411851550000091,0.006442600000082344,7.4192156000000615,0.015805249999917947,0.09935506600871058,
fixed,2,7,20000000,measured,8.228596850000073,0.009428350000010965,8.244466750000155,0.009267099999984652,0.1928627722244336,
fixed,2,8,20000000,measured,9.065783299999923,0.012157749999971657,9.070226099999944,0.01597770000001475,0.04900624527415243,
fixed,2,9,20000000,measured,9.902618000000059,0.00672190000008932,9.911724999999945,0.009733699999914691,0.09196557920225779,
fixed,2,10,20000000,measured,10.76666385000015,0.02143379999995787,10.778864800000045,0.027013399999928467,0.11332154667293981,
fixed,3,1,20000000,measured,3.8406456000000455,0.013259499999965119,3.8490940500000477,0.022558300000008025,0.21997473549764113,
fixed,3,2,20000000,measured,4.803288999999985,0.009905950000006492,4.816237849999997,0.006033250000010426,0.2695829878237799,
fixed,3,3,20000000,measured,5.788468750000026,0.0036931000000182124,5.8074474,0.021759349999975974,0.32786995697220433,
fixed,3,4,20000000,measured,6.779176699999995,0.00764290000000134,6.782049649999991,0.01415805000003445,0.0423790399208146,
fixed,3,5,20000000,measured,7.779355749999991,0.012533499999975994,7.774378099999982,0.012846350000029538,-0.0639853756528419,
fixed,3,6,20000000,measured,8.765548149999955,0.015576399999954305,8.789862950000039,0.008939300000092132,0.2773905246311825,
fixed,3,7,20000000,measured,9.774449300000024,0.002873100000021722,9.778206299999974,0.019016550000030108,0.03843694805343301,
fixed,3,8,20000000,measured,10.792710650000057,0.014500050000105347,10.789264100000066,0.0031733499999937465,-0.03193405356410883,
fixed,3,9,20000000,measured,11.82232400000012,0.010994150000046332,11.817139550000087,0.023552650000040032,-0.043853052919484714,
fixed,3,10,20000000,measured,12.850671950000164,0.04523335000001438,12.85850175000016,0.027612900000052676,0.060929109625251776,
fixed,4,1,20000000,measured,4.301197200000063,0.0095190499999811,4.307206000000151,0.01606304999994368,0.1397006396286038,
fixed,4,2,20000000,measured,5.527482050000074,0.019612250000008657,5.5296580500001085,0.003179099999909951,0.03936693019264137,
fixed,4,3,20000000,measured,6.72001265000004,0.0054642500000010585,6.732785750000023,0.002167250000001175,0.19007553505099306,
fixed,4,4,20000000,measured,7.9227483500000435,0.01343819999995155,7.922702850000078,0.03327980000002384,-0.0005742956604937177,
fixed,4,5,20000000,measured,9.119699250000052,0.004801149999986265,9.128151300000033,0.012698200000013316,0.09267904311627273,
fixed,4,6,20000000,measured,10.304485000000113,0.00880039999999127,10.333972000000143,0.014589500000154132,0.28615695010503206,
fixed,4,7,20000000,measured,11.493112550000001,0.01000985000006871,11.509422350000026,0.020601149999995627,0.14190933856317312,
fixed,4,8,20000000,measured,12.691286400000019,0.011810349999979763,12.699792299999979,0.02520239999998175,0.06702157473934545,
fixed,4,9,20000000,measured,13.915817650000104,0.0014893000000153478,13.932126400000072,0.015031050000031243,0.1171957725385031,
fixed,4,10,20000000,measured,15.181003800000086,0.031174449999964438,15.206449650000044,0.05886340000000523,0.1676163864734459,
fixed,5,1,20000000,measured,4.9633634000000155,0.006999900000016268,4.973657600000023,0.00956605000001165,0.20740371337726327,
fixed,5,2,20000000,measured,6.552697250000093,0.013471699999965558,6.534382050000079,0.007515249999974216,-0.2795062750688526,
fixed,5,3,20000000,measured,8.047337600000002,0.009428600000010334,8.047516150000062,0.0052984499999748635,0.0022187462355161003,
fixed,5,4,20000000,measured,9.550258150000115,0.03304899999999833,9.539720850000043,0.01199205000006387,-0.1103352373786004,
fixed,5,5,20000000,measured,11.058694750000063,0.005045200000001415,11.100378300000036,0.021945700000008728,0.37693010741590705,
fixed,5,6,20000000,measured,12.630051600000177,0.0636918000000346,12.613619200000118,0.016372100000031864,-0.1301055650481997,
fixed,5,7,20000000,measured,14.07122515000004,0.02441035000007119,14.10912135000009,0.022633849999991185,0.2693169897864278,
fixed,5,8,20000000,measured,15.671893050000008,0.056884799999961544,15.634637850000045,0.04582119999995271,-0.2377198458482499,
fixed,5,9,20000000,measured,17.186294400000147,0.01738800000002172,17.215117900000035,0.03407494999997951,0.16771212763520005,
fixed,5,10,20000000,measured,18.79148270000003,0.01364580000003457,18.833213550000057,0.0428635499999217,0.22207321618121778,
fixed,6,1,10000000,measured,5.673724399999958,0.008997600000023809,5.6993836999999505,0.01685069999999378,0.4522479096798149,
fixed,6,2,10000000,measured,7.655094699999943,0.01839859999999849,7.6770578999999355,0.012061200000029082,0.2869095793157417,
